Variable,B5-A-Muy adecuado-Recuento,B5-A-Muy adecuado-% del N de fila,B5-A-Muy adecuado-% de N columnas,B5-A-Adecuado-Recuento,B5-A-Adecuado-% del N de fila,B5-A-Adecuado-% de N columnas,B5-A-Poco adecuado-Recuento,B5-A-Poco adecuado-% del N de fila,B5-A-Poco adecuado-% de N columnas,B5-A-Nada adecuado-Recuento,B5-A-Nada adecuado-% del N de fila,B5-A-Nada adecuado-% de N columnas,B5-B-Muy adecuado-Recuento,B5-B-Muy adecuado-% del N de fila,B5-B-Muy adecuado-% de N columnas,B5-B-Adecuado-Recuento,B5-B-Adecuado-% del N de fila,B5-B-Adecuado-% de N columnas,B5-B-Poco adecuado-Recuento,B5-B-Poco adecuado-% del N de fila,B5-B-Poco adecuado-% de N columnas,B5-B-Nada adecuado-Recuento,B5-B-Nada adecuado-% del N de fila,B5-B-Nada adecuado-% de N columnas,B5-C-Muy adecuado-Recuento,B5-C-Muy adecuado-% del N de fila,B5-C-Muy adecuado-% de N columnas,B5-C-Adecuado-Recuento,B5-C-Adecuado-% del N de fila,B5-C-Adecuado-% de N columnas,B5-C-Poco adecuado-Recuento,B5-C-Poco adecuado-% del N de fila,B5-C-Poco adecuado-% de N columnas,B5-C-Nada adecuado-Recuento,B5-C-Nada adecuado-% del N de fila,B5-C-Nada adecuado-% de N columnas,B5-D-Muy adecuado-Recuento,B5-D-Muy adecuado-% del N de fila,B5-D-Muy adecuado-% de N columnas,B5-D-Adecuado-Recuento,B5-D-Adecuado-% del N de fila,B5-D-Adecuado-% de N columnas,B5-D-Poco adecuado-Recuento,B5-D-Poco adecuado-% del N de fila,B5-D-Poco adecuado-% de N columnas,B5-D-Nada adecuado-Recuento,B5-D-Nada adecuado-% del N de fila,B5-D-Nada adecuado-% de N columnas,B5-E-Muy adecuado-Recuento,B5-E-Muy adecuado-% del N de fila,B5-E-Muy adecuado-% de N columnas,B5-E-Adecuado-Recuento,B5-E-Adecuado-% del N de fila,B5-E-Adecuado-% de N columnas,B5-E-Poco adecuado-Recuento,B5-E-Poco adecuado-% del N de fila,B5-E-Poco adecuado-% de N columnas,B5-E-Nada adecuado-Recuento,B5-E-Nada adecuado-% del N de fila,B5-E-Nada adecuado-% de N columnas,B5-F-Muy adecuado-Recuento,B5-F-Muy adecuado-% del N de fila,B5-F-Muy adecuado-% de N columnas,B5-F-Adecuado-Recuento,B5-F-Adecuado-% del N de fila,B5-F-Adecuado-% de N columnas,B5-F-Poco adecuado-Recuento,B5-F-Poco adecuado-% del N de fila,B5-F-Poco adecuado-% de N columnas,B5-F-Nada adecuado-Recuento,B5-F-Nada adecuado-% del N de fila,B5-F-Nada adecuado-% de N columnas,B5-G-Muy adecuado-Recuento,B5-G-Muy adecuado-% del N de fila,B5-G-Muy adecuado-% de N columnas,B5-G-Adecuado-Recuento,B5-G-Adecuado-% del N de fila,B5-G-Adecuado-% de N columnas,B5-G-Poco adecuado-Recuento,B5-G-Poco adecuado-% del N de fila,B5-G-Poco adecuado-% de N columnas,B5-G-Nada adecuado-Recuento,B5-G-Nada adecuado-% del N de fila,B5-G-Nada adecuado-% de N columnas,B5-H-Muy adecuado-Recuento,B5-H-Muy adecuado-% del N de fila,B5-H-Muy adecuado-% de N columnas,B5-H-Adecuado-Recuento,B5-H-Adecuado-% del N de fila,B5-H-Adecuado-% de N columnas,B5-H-Poco adecuado-Recuento,B5-H-Poco adecuado-% del N de fila,B5-H-Poco adecuado-% de N columnas,B5-H-Nada adecuado-Recuento,B5-H-Nada adecuado-% del N de fila,B5-H-Nada adecuado-% de N columnas
18 a 20 años,5,0.5,0.002,5,0.5,0.003,0,0,0,0,0,0,4,0.4,0.002,6,0.6,0.003,0,0,0,0,0,0,3,0.3,0.001,7,0.7,0.004,0,0,0,0,0,0,4,0.4,0.002,6,0.6,0.004,0,0,0,0,0,0,4,0.4,0.002,6,0.6,0.003,0,0,0,0,0,0,5,0.5,0.002,5,0.5,0.004,0,0,0,0,0,0,4,0.4,0.002,6,0.6,0.004,0,0,0,0,0,0,4,0.4,0.002,6,0.6,0.003,0,0,0,0,0,0
21 a 30 años,101,0.493,0.043,101,0.493,0.056,3,0.015,0.038,0,0,0,110,0.537,0.049,93,0.454,0.049,2,0.01,0.022,0,0,0,122,0.595,0.055,75,0.366,0.044,8,0.039,0.028,0,0,0,129,0.629,0.052,72,0.351,0.043,3,0.015,0.028,1,0.005,0.083,129,0.629,0.055,72,0.351,0.042,4,0.02,0.025,0,0,0,134,0.654,0.048,68,0.332,0.049,3,0.015,0.057,0,0,0,122,0.595,0.049,79,0.385,0.048,4,0.02,0.037,0,0,0,105,0.512,0.05,92,0.449,0.05,8,0.039,0.032,0,0,0
31 a 40 años,514,0.518,0.218,461,0.464,0.254,17,0.017,0.213,1,0.001,0.25,485,0.488,0.216,486,0.489,0.254,21,0.021,0.233,1,0.001,0.25,477,0.48,0.215,427,0.43,0.251,73,0.074,0.258,16,0.016,0.296,555,0.559,0.224,405,0.408,0.244,29,0.029,0.271,4,0.004,0.333,518,0.522,0.221,436,0.439,0.251,37,0.037,0.228,2,0.002,0.154,591,0.595,0.21,378,0.381,0.274,21,0.021,0.396,3,0.003,0.3,548,0.552,0.221,418,0.421,0.252,26,0.026,0.243,1,0.001,0.333,452,0.455,0.213,467,0.47,0.251,62,0.062,0.251,12,0.012,0.387
41 a 50 años,714,0.568,0.303,513,0.408,0.283,30,0.024,0.375,1,0.001,0.25,691,0.549,0.308,529,0.421,0.277,37,0.029,0.411,1,0.001,0.25,657,0.522,0.296,497,0.395,0.293,88,0.07,0.311,16,0.013,0.296,724,0.576,0.293,488,0.388,0.294,43,0.034,0.402,3,0.002,0.25,680,0.541,0.29,509,0.405,0.294,65,0.052,0.401,4,0.003,0.308,854,0.679,0.304,386,0.307,0.28,14,0.011,0.264,4,0.003,0.4,739,0.587,0.298,473,0.376,0.285,45,0.036,0.421,1,0.001,0.333,620,0.493,0.293,544,0.432,0.293,86,0.068,0.348,8,0.006,0.258
51 a 60 años,721,0.572,0.306,523,0.415,0.288,17,0.013,0.213,0,0,0,673,0.534,0.3,570,0.452,0.298,18,0.014,0.2,0,0,0,678,0.538,0.306,488,0.387,0.287,84,0.067,0.297,11,0.009,0.204,750,0.595,0.303,487,0.386,0.293,23,0.018,0.215,1,0.001,0.083,711,0.564,0.303,513,0.407,0.296,36,0.029,0.222,1,0.001,0.077,846,0.671,0.301,402,0.319,0.291,11,0.009,0.208,2,0.002,0.2,739,0.586,0.298,500,0.397,0.301,22,0.017,0.206,0,0,0,649,0.515,0.306,545,0.432,0.293,59,0.047,0.239,8,0.006,0.258
61 a 70 años,264,0.569,0.112,185,0.399,0.102,13,0.028,0.163,2,0.004,0.5,252,0.543,0.112,200,0.431,0.105,10,0.022,0.111,2,0.004,0.5,248,0.534,0.112,181,0.39,0.107,25,0.054,0.088,10,0.022,0.185,271,0.584,0.11,183,0.394,0.11,7,0.015,0.065,3,0.006,0.25,266,0.573,0.113,175,0.377,0.101,17,0.037,0.105,6,0.013,0.462,336,0.724,0.12,124,0.267,0.09,3,0.006,0.057,1,0.002,0.1,293,0.631,0.118,162,0.349,0.098,8,0.017,0.075,1,0.002,0.333,254,0.547,0.12,178,0.384,0.096,29,0.063,0.117,3,0.006,0.097
71 a 80 años,36,0.581,0.015,26,0.419,0.014,0,0,0,0,0,0,32,0.516,0.014,28,0.452,0.015,2,0.032,0.022,0,0,0,33,0.532,0.015,23,0.371,0.014,5,0.081,0.018,1,0.016,0.019,40,0.645,0.016,20,0.323,0.012,2,0.032,0.019,0,0,0,36,0.581,0.015,23,0.371,0.013,3,0.048,0.019,0,0,0,43,0.694,0.015,18,0.29,0.013,1,0.016,0.019,0,0,0,38,0.613,0.015,22,0.355,0.013,2,0.032,0.019,0,0,0,34,0.548,0.016,25,0.403,0.013,3,0.048,0.012,0,0,0
81 a 90 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91 a 99 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Preparatoria, bachillerato o carrera técnica",7,0.389,0.003,11,0.611,0.006,0,0,0,0,0,0,6,0.333,0.003,12,0.667,0.006,0,0,0,0,0,0,9,0.5,0.004,8,0.444,0.005,1,0.056,0.004,0,0,0,12,0.667,0.005,6,0.333,0.004,0,0,0,0,0,0,11,0.611,0.005,6,0.333,0.003,1,0.056,0.006,0,0,0,8,0.444,0.003,9,0.5,0.007,1,0.056,0.019,0,0,0,9,0.5,0.004,9,0.5,0.005,0,0,0,0,0,0,8,0.444,0.004,10,0.556,0.005,0,0,0,0,0,0
Normal básica sin licenciatura,35,0.407,0.015,50,0.581,0.028,1,0.012,0.013,0,0,0,29,0.337,0.013,56,0.651,0.029,1,0.012,0.011,0,0,0,38,0.442,0.017,41,0.477,0.024,7,0.081,0.025,0,0,0,43,0.5,0.017,42,0.488,0.025,1,0.012,0.009,0,0,0,38,0.442,0.016,43,0.5,0.025,5,0.058,0.031,0,0,0,42,0.488,0.015,41,0.477,0.03,3,0.035,0.057,0,0,0,35,0.407,0.014,49,0.57,0.03,2,0.023,0.019,0,0,0,24,0.279,0.011,53,0.616,0.029,9,0.105,0.036,0,0,0
Normal superior,120,0.496,0.051,119,0.492,0.066,3,0.012,0.038,0,0,0,123,0.508,0.055,119,0.492,0.062,0,0,0,0,0,0,117,0.483,0.053,109,0.45,0.064,13,0.054,0.046,3,0.012,0.056,131,0.541,0.053,108,0.446,0.065,3,0.012,0.028,0,0,0,133,0.55,0.057,103,0.426,0.059,6,0.025,0.037,0,0,0,153,0.632,0.054,88,0.364,0.064,1,0.004,0.019,0,0,0,133,0.55,0.054,105,0.434,0.063,4,0.017,0.037,0,0,0,120,0.496,0.057,110,0.455,0.059,10,0.041,0.04,2,0.008,0.065
Normal Intercultural Bilingüe,4,0.8,0.002,1,0.2,0.001,0,0,0,0,0,0,4,0.8,0.002,1,0.2,0.001,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.002,0,0,0,0,0,0,3,0.6,0.001,2,0.4,0.001,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.002,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.002,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.002,0,0,0,0,0,0,2,0.4,0.001,2,0.4,0.001,0,0,0,1,0.2,0.032
Licenciatura,971,0.529,0.412,829,0.452,0.457,34,0.019,0.425,0,0,0,926,0.505,0.412,870,0.474,0.455,38,0.021,0.422,0,0,0,946,0.516,0.427,748,0.408,0.441,122,0.067,0.431,18,0.01,0.333,1047,0.571,0.423,741,0.404,0.446,42,0.023,0.393,4,0.002,0.333,975,0.532,0.416,797,0.435,0.46,60,0.033,0.37,2,0.001,0.154,1186,0.647,0.422,620,0.338,0.449,24,0.013,0.453,4,0.002,0.4,1026,0.559,0.413,751,0.409,0.452,57,0.031,0.533,0,0,0,856,0.467,0.404,860,0.469,0.463,112,0.061,0.453,6,0.003,0.194
Especialidad,24,0.49,0.01,23,0.469,0.013,2,0.041,0.025,0,0,0,23,0.469,0.01,24,0.49,0.013,2,0.041,0.022,0,0,0,24,0.49,0.011,18,0.367,0.011,7,0.143,0.025,0,0,0,26,0.531,0.011,20,0.408,0.012,3,0.061,0.028,0,0,0,23,0.469,0.01,23,0.469,0.013,3,0.061,0.019,0,0,0,29,0.592,0.01,19,0.388,0.014,1,0.02,0.019,0,0,0,23,0.469,0.009,23,0.469,0.014,3,0.061,0.028,0,0,0,19,0.388,0.009,25,0.51,0.013,4,0.082,0.016,1,0.02,0.032
Maestría,928,0.591,0.394,610,0.389,0.336,28,0.018,0.35,3,0.002,0.75,878,0.56,0.391,650,0.414,0.34,38,0.024,0.422,3,0.002,0.75,826,0.526,0.372,607,0.387,0.357,111,0.071,0.392,25,0.016,0.463,932,0.594,0.377,591,0.377,0.356,39,0.025,0.364,7,0.004,0.583,900,0.574,0.384,587,0.374,0.339,72,0.046,0.444,10,0.006,0.769,1073,0.684,0.382,473,0.301,0.343,18,0.011,0.34,5,0.003,0.5,968,0.617,0.39,566,0.361,0.341,33,0.021,0.308,2,0.001,0.667,846,0.539,0.399,615,0.392,0.331,93,0.059,0.377,15,0.01,0.484
Doctorado,257,0.589,0.109,166,0.381,0.092,12,0.028,0.15,1,0.002,0.25,249,0.571,0.111,175,0.401,0.092,11,0.025,0.122,1,0.002,0.25,247,0.567,0.111,159,0.365,0.094,22,0.05,0.078,8,0.018,0.148,270,0.619,0.109,146,0.335,0.088,19,0.044,0.178,1,0.002,0.083,253,0.58,0.108,167,0.383,0.096,15,0.034,0.093,1,0.002,0.077,307,0.704,0.109,123,0.282,0.089,5,0.011,0.094,1,0.002,0.1,278,0.638,0.112,149,0.342,0.09,8,0.018,0.075,1,0.002,0.333,234,0.537,0.11,177,0.406,0.095,19,0.044,0.077,6,0.014,0.194
Posdoctorado,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0,9,0.643,0.003,5,0.357,0.004,0,0,0,0,0,0,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0,9,0.643,0.004,5,0.357,0.003,0,0,0,0,0,0
Menor o igual a 10,1603,0.555,0.681,1229,0.426,0.678,54,0.019,0.675,2,0.001,0.5,1548,0.536,0.689,1282,0.444,0.671,56,0.019,0.622,2,0.001,0.5,1524,0.528,0.687,1147,0.397,0.676,184,0.064,0.65,33,0.011,0.611,1712,0.593,0.692,1098,0.38,0.661,70,0.024,0.654,8,0.003,0.667,1613,0.559,0.688,1155,0.4,0.666,114,0.039,0.704,6,0.002,0.462,1907,0.66,0.679,942,0.326,0.682,32,0.011,0.604,7,0.002,0.7,1704,0.59,0.686,1108,0.384,0.667,74,0.026,0.692,2,0.001,0.667,1437,0.498,0.678,1262,0.437,0.68,165,0.057,0.668,24,0.008,0.774
11 a 20,511,0.572,0.217,366,0.41,0.202,15,0.017,0.188,1,0.001,0.25,473,0.53,0.211,392,0.439,0.205,26,0.029,0.289,2,0.002,0.5,459,0.514,0.207,358,0.401,0.211,64,0.072,0.226,12,0.013,0.222,497,0.557,0.201,369,0.413,0.222,26,0.029,0.243,1,0.001,0.083,483,0.541,0.206,376,0.421,0.217,32,0.036,0.198,2,0.002,0.154,605,0.677,0.215,268,0.3,0.194,17,0.019,0.321,3,0.003,0.3,523,0.586,0.211,343,0.384,0.207,26,0.029,0.243,1,0.001,0.333,446,0.499,0.211,387,0.433,0.208,54,0.06,0.219,6,0.007,0.194
21 a 30,241,0.511,0.102,219,0.464,0.121,11,0.023,0.138,1,0.002,0.25,226,0.479,0.101,238,0.504,0.124,8,0.017,0.089,0,0,0,235,0.498,0.106,193,0.409,0.114,35,0.074,0.124,9,0.019,0.167,264,0.559,0.107,194,0.411,0.117,11,0.023,0.103,3,0.006,0.25,248,0.525,0.106,203,0.43,0.117,16,0.034,0.099,5,0.011,0.385,297,0.629,0.106,171,0.362,0.124,4,0.008,0.075,0,0,0,256,0.542,0.103,209,0.443,0.126,7,0.015,0.065,0,0,0,235,0.498,0.111,208,0.441,0.112,28,0.059,0.113,1,0.002,0.032
31 a 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41 a 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayor o igual a 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Definitivo o base,1900,0.568,0.807,1382,0.413,0.762,60,0.018,0.75,4,0.001,1,1807,0.54,0.804,1461,0.437,0.764,74,0.022,0.822,4,0.001,1,1746,0.522,0.787,1327,0.397,0.782,231,0.069,0.816,42,0.013,0.778,1957,0.585,0.791,1293,0.386,0.778,84,0.025,0.785,12,0.004,1,1853,0.554,0.791,1348,0.403,0.777,133,0.04,0.821,12,0.004,0.923,2249,0.672,0.801,1056,0.316,0.765,34,0.01,0.642,7,0.002,0.7,1992,0.595,0.802,1263,0.377,0.761,88,0.026,0.822,3,0.001,1,1705,0.51,0.805,1412,0.422,0.76,201,0.06,0.814,28,0.008,0.903
Interino,72,0.537,0.031,58,0.433,0.032,4,0.03,0.05,0,0,0,74,0.552,0.033,57,0.425,0.03,3,0.022,0.033,0,0,0,77,0.575,0.035,48,0.358,0.028,7,0.052,0.025,2,0.015,0.037,77,0.575,0.031,55,0.41,0.033,2,0.015,0.019,0,0,0,81,0.604,0.035,48,0.358,0.028,5,0.037,0.031,0,0,0,94,0.701,0.033,39,0.291,0.028,1,0.007,0.019,0,0,0,82,0.612,0.033,50,0.373,0.03,2,0.015,0.019,0,0,0,67,0.5,0.032,63,0.47,0.034,4,0.03,0.016,0,0,0
No tengo nombramiento,218,0.472,0.093,236,0.511,0.13,8,0.017,0.1,0,0,0,208,0.45,0.093,245,0.53,0.128,9,0.019,0.1,0,0,0,238,0.515,0.107,193,0.418,0.114,23,0.05,0.081,8,0.017,0.148,260,0.563,0.105,190,0.411,0.114,12,0.026,0.112,0,0,0,246,0.532,0.105,202,0.437,0.116,13,0.028,0.08,1,0.002,0.077,269,0.582,0.096,179,0.387,0.13,13,0.028,0.245,1,0.002,0.1,236,0.511,0.095,216,0.468,0.13,10,0.022,0.093,0,0,0,205,0.444,0.097,234,0.506,0.126,22,0.048,0.089,1,0.002,0.032
Otro,165,0.531,0.07,138,0.444,0.076,8,0.026,0.1,0,0,0,158,0.508,0.07,149,0.479,0.078,4,0.013,0.044,0,0,0,157,0.505,0.071,130,0.418,0.077,22,0.071,0.078,2,0.006,0.037,179,0.576,0.072,123,0.395,0.074,9,0.029,0.084,0,0,0,164,0.527,0.07,136,0.437,0.078,11,0.035,0.068,0,0,0,197,0.633,0.07,107,0.344,0.077,5,0.016,0.094,2,0.006,0.2,173,0.556,0.07,131,0.421,0.079,7,0.023,0.065,0,0,0,141,0.453,0.067,148,0.476,0.08,20,0.064,0.081,2,0.006,0.065
GENERAL PÚBLICA,1561,0.562,0.663,1166,0.419,0.643,53,0.019,0.663,0,0,0,1492,0.537,0.664,1233,0.444,0.645,54,0.019,0.6,1,0,0.25,1471,0.529,0.663,1105,0.397,0.651,173,0.062,0.611,31,0.011,0.574,1631,0.587,0.66,1073,0.386,0.646,73,0.026,0.682,3,0.001,0.25,1551,0.558,0.662,1122,0.404,0.647,103,0.037,0.636,4,0.001,0.308,1821,0.655,0.648,916,0.329,0.663,37,0.013,0.698,6,0.002,0.6,1632,0.587,0.657,1068,0.384,0.643,80,0.029,0.748,0,0,0,1354,0.487,0.639,1236,0.445,0.666,168,0.06,0.68,22,0.008,0.71
INDÍGENAS,168,0.455,0.071,193,0.523,0.106,7,0.019,0.088,1,0.003,0.25,159,0.431,0.071,195,0.528,0.102,14,0.038,0.156,1,0.003,0.25,170,0.461,0.077,168,0.455,0.099,27,0.073,0.095,4,0.011,0.074,190,0.515,0.077,166,0.45,0.1,10,0.027,0.093,3,0.008,0.25,179,0.485,0.076,173,0.469,0.1,15,0.041,0.093,2,0.005,0.154,226,0.612,0.08,138,0.374,0.1,4,0.011,0.075,1,0.003,0.1,189,0.512,0.076,170,0.461,0.102,9,0.024,0.084,1,0.003,0.333,168,0.455,0.079,181,0.491,0.097,17,0.046,0.069,3,0.008,0.097
TÉCNICA,341,0.608,0.145,203,0.362,0.112,14,0.025,0.175,3,0.005,0.75,323,0.576,0.144,225,0.401,0.118,11,0.02,0.122,2,0.004,0.5,308,0.549,0.139,199,0.355,0.117,44,0.078,0.155,10,0.018,0.185,333,0.594,0.135,211,0.376,0.127,12,0.021,0.112,5,0.009,0.417,319,0.569,0.136,219,0.39,0.126,17,0.03,0.105,6,0.011,0.462,402,0.717,0.143,154,0.275,0.112,3,0.005,0.057,2,0.004,0.2,352,0.627,0.142,197,0.351,0.119,10,0.018,0.093,2,0.004,0.667,317,0.565,0.15,205,0.365,0.11,37,0.066,0.15,2,0.004,0.065
TELESECUNDARIA,285,0.525,0.121,252,0.464,0.139,6,0.011,0.075,0,0,0,273,0.503,0.121,259,0.477,0.135,11,0.02,0.122,0,0,0,269,0.495,0.121,226,0.416,0.133,39,0.072,0.138,9,0.017,0.167,319,0.587,0.129,211,0.389,0.127,12,0.022,0.112,1,0.002,0.083,295,0.543,0.126,220,0.405,0.127,27,0.05,0.167,1,0.002,0.077,360,0.663,0.128,173,0.319,0.125,9,0.017,0.17,1,0.002,0.1,310,0.571,0.125,225,0.414,0.136,8,0.015,0.075,0,0,0,279,0.514,0.132,235,0.433,0.127,25,0.046,0.101,4,0.007,0.129
Total,2355,0.554,1,1814,0.427,1,80,0.019,1,4,0.001,1,2247,0.528,1,1912,0.45,1,90,0.021,1,4,0.001,1,2218,0.522,1,1698,0.399,1,283,0.067,1,54,0.013,1,2473,0.581,1,1661,0.391,1,107,0.025,1,12,0.003,1,2344,0.551,1,1734,0.408,1,162,0.038,1,13,0.003,1,2809,0.66,1,1381,0.325,1,53,0.012,1,10,0.002,1,2483,0.584,1,1660,0.39,1,107,0.025,1,3,0.001,1,2118,0.498,1,1857,0.437,1,247,0.058,1,31,0.007,1
