Variable,B5-A-Muy adecuado-Recuento,B5-A-Muy adecuado-% del N de fila,B5-A-Muy adecuado-% de N columnas,B5-A-Adecuado-Recuento,B5-A-Adecuado-% del N de fila,B5-A-Adecuado-% de N columnas,B5-A-Poco adecuado-Recuento,B5-A-Poco adecuado-% del N de fila,B5-A-Poco adecuado-% de N columnas,B5-A-Nada adecuado-Recuento,B5-A-Nada adecuado-% del N de fila,B5-A-Nada adecuado-% de N columnas,B5-B-Muy adecuado-Recuento,B5-B-Muy adecuado-% del N de fila,B5-B-Muy adecuado-% de N columnas,B5-B-Adecuado-Recuento,B5-B-Adecuado-% del N de fila,B5-B-Adecuado-% de N columnas,B5-B-Poco adecuado-Recuento,B5-B-Poco adecuado-% del N de fila,B5-B-Poco adecuado-% de N columnas,B5-B-Nada adecuado-Recuento,B5-B-Nada adecuado-% del N de fila,B5-B-Nada adecuado-% de N columnas,B5-C-Muy adecuado-Recuento,B5-C-Muy adecuado-% del N de fila,B5-C-Muy adecuado-% de N columnas,B5-C-Adecuado-Recuento,B5-C-Adecuado-% del N de fila,B5-C-Adecuado-% de N columnas,B5-C-Poco adecuado-Recuento,B5-C-Poco adecuado-% del N de fila,B5-C-Poco adecuado-% de N columnas,B5-C-Nada adecuado-Recuento,B5-C-Nada adecuado-% del N de fila,B5-C-Nada adecuado-% de N columnas,B5-D-Muy adecuado-Recuento,B5-D-Muy adecuado-% del N de fila,B5-D-Muy adecuado-% de N columnas,B5-D-Adecuado-Recuento,B5-D-Adecuado-% del N de fila,B5-D-Adecuado-% de N columnas,B5-D-Poco adecuado-Recuento,B5-D-Poco adecuado-% del N de fila,B5-D-Poco adecuado-% de N columnas,B5-D-Nada adecuado-Recuento,B5-D-Nada adecuado-% del N de fila,B5-D-Nada adecuado-% de N columnas,B5-E-Muy adecuado-Recuento,B5-E-Muy adecuado-% del N de fila,B5-E-Muy adecuado-% de N columnas,B5-E-Adecuado-Recuento,B5-E-Adecuado-% del N de fila,B5-E-Adecuado-% de N columnas,B5-E-Poco adecuado-Recuento,B5-E-Poco adecuado-% del N de fila,B5-E-Poco adecuado-% de N columnas,B5-E-Nada adecuado-Recuento,B5-E-Nada adecuado-% del N de fila,B5-E-Nada adecuado-% de N columnas,B5-F-Muy adecuado-Recuento,B5-F-Muy adecuado-% del N de fila,B5-F-Muy adecuado-% de N columnas,B5-F-Adecuado-Recuento,B5-F-Adecuado-% del N de fila,B5-F-Adecuado-% de N columnas,B5-F-Poco adecuado-Recuento,B5-F-Poco adecuado-% del N de fila,B5-F-Poco adecuado-% de N columnas,B5-F-Nada adecuado-Recuento,B5-F-Nada adecuado-% del N de fila,B5-F-Nada adecuado-% de N columnas,B5-G-Muy adecuado-Recuento,B5-G-Muy adecuado-% del N de fila,B5-G-Muy adecuado-% de N columnas,B5-G-Adecuado-Recuento,B5-G-Adecuado-% del N de fila,B5-G-Adecuado-% de N columnas,B5-G-Poco adecuado-Recuento,B5-G-Poco adecuado-% del N de fila,B5-G-Poco adecuado-% de N columnas,B5-G-Nada adecuado-Recuento,B5-G-Nada adecuado-% del N de fila,B5-G-Nada adecuado-% de N columnas,B5-H-Muy adecuado-Recuento,B5-H-Muy adecuado-% del N de fila,B5-H-Muy adecuado-% de N columnas,B5-H-Adecuado-Recuento,B5-H-Adecuado-% del N de fila,B5-H-Adecuado-% de N columnas,B5-H-Poco adecuado-Recuento,B5-H-Poco adecuado-% del N de fila,B5-H-Poco adecuado-% de N columnas,B5-H-Nada adecuado-Recuento,B5-H-Nada adecuado-% del N de fila,B5-H-Nada adecuado-% de N columnas
18 a 20 años,23,0.28,0.01,51,0.62,0.01,8,0.1,0.01,0,0,0,26,0.32,0.01,50,0.61,0.01,5,0.06,0.01,1,0.01,0.03,26,0.32,0.01,42,0.51,0.01,11,0.13,0.01,3,0.04,0.01,31,0.38,0.01,41,0.5,0.01,8,0.1,0.01,2,0.02,0.03,23,0.28,0.01,51,0.62,0.01,8,0.1,0.01,0,0,0,30,0.37,0.01,43,0.52,0.01,9,0.11,0.02,0,0,0,25,0.31,0.01,49,0.6,0.01,8,0.1,0.01,0,0,0,21,0.26,0.01,50,0.61,0.01,10,0.12,0.01,1,0.01,0.01
21 a 30 años,869,0.36,0.23,1373,0.58,0.2,136,0.06,0.17,7,0,0.17,900,0.38,0.24,1356,0.57,0.2,124,0.05,0.18,5,0,0.13,981,0.41,0.24,1144,0.48,0.2,226,0.1,0.18,34,0.01,0.15,1071,0.45,0.24,1171,0.49,0.19,134,0.06,0.19,9,0,0.13,1038,0.44,0.24,1194,0.5,0.19,136,0.06,0.16,17,0.01,0.17,1051,0.44,0.23,1207,0.51,0.2,113,0.05,0.19,14,0.01,0.17,962,0.4,0.23,1278,0.54,0.2,132,0.06,0.19,13,0.01,0.21,866,0.36,0.24,1323,0.56,0.2,180,0.08,0.18,16,0.01,0.16
31 a 40 años,1297,0.32,0.34,2421,0.6,0.36,304,0.08,0.37,17,0,0.41,1244,0.31,0.33,2521,0.62,0.36,260,0.06,0.38,14,0,0.36,1380,0.34,0.34,2144,0.53,0.37,421,0.1,0.34,94,0.02,0.4,1521,0.38,0.34,2219,0.55,0.36,273,0.07,0.38,25,0.01,0.37,1486,0.37,0.34,2208,0.55,0.36,309,0.08,0.37,36,0.01,0.36,1548,0.38,0.33,2225,0.55,0.37,233,0.06,0.4,33,0.01,0.4,1415,0.35,0.34,2352,0.58,0.36,252,0.06,0.36,20,0.01,0.32,1213,0.3,0.34,2451,0.61,0.36,337,0.08,0.34,38,0.01,0.38
41 a 50 años,1047,0.33,0.28,1872,0.59,0.28,258,0.08,0.31,15,0.01,0.36,1021,0.32,0.27,1968,0.62,0.28,186,0.06,0.27,17,0.01,0.44,1096,0.34,0.27,1628,0.51,0.28,397,0.12,0.32,71,0.02,0.3,1239,0.39,0.27,1730,0.54,0.28,196,0.06,0.28,27,0.01,0.4,1159,0.36,0.27,1743,0.55,0.28,253,0.08,0.3,37,0.01,0.37,1310,0.41,0.28,1693,0.53,0.28,163,0.05,0.28,26,0.01,0.31,1143,0.36,0.27,1824,0.57,0.28,198,0.06,0.28,27,0.01,0.43,940,0.29,0.26,1901,0.6,0.28,314,0.1,0.31,37,0.01,0.37
51 a 60 años,480,0.31,0.13,939,0.61,0.14,110,0.07,0.13,1,0,0.02,482,0.32,0.13,941,0.62,0.14,106,0.07,0.15,1,0,0.03,504,0.33,0.12,813,0.53,0.14,183,0.12,0.15,30,0.02,0.13,586,0.38,0.13,846,0.55,0.14,95,0.06,0.13,3,0,0.05,551,0.36,0.13,843,0.55,0.14,127,0.08,0.15,9,0.01,0.09,642,0.42,0.14,823,0.54,0.14,58,0.04,0.1,7,0.01,0.08,551,0.36,0.13,881,0.58,0.14,96,0.06,0.14,2,0,0.03,445,0.29,0.13,931,0.61,0.14,146,0.1,0.15,8,0.01,0.08
61 a 70 años,72,0.38,0.02,109,0.58,0.02,5,0.03,0.01,2,0.01,0.05,72,0.38,0.02,109,0.58,0.02,6,0.03,0.01,1,0.01,0.03,85,0.45,0.02,92,0.49,0.02,9,0.05,0.01,2,0.01,0.01,87,0.46,0.02,95,0.51,0.02,5,0.03,0.01,1,0.01,0.02,77,0.41,0.02,101,0.54,0.02,9,0.05,0.01,1,0.01,0.01,83,0.44,0.02,97,0.52,0.02,6,0.03,0.01,2,0.01,0.02,79,0.42,0.02,97,0.52,0.02,11,0.06,0.02,1,0.01,0.02,70,0.37,0.02,105,0.56,0.02,13,0.07,0.01,0,0,0
71 a 80 años,5,0.39,0,6,0.46,0,2,0.15,0,0,0,0,6,0.46,0,5,0.39,0,2,0.15,0,0,0,0,8,0.62,0,4,0.31,0,1,0.08,0,0,0,0,8,0.62,0,5,0.39,0,0,0,0,0,0,0,9,0.69,0,4,0.31,0,0,0,0,0,0,0,8,0.62,0,4,0.31,0,0,0,0,1,0.08,0.01,8,0.62,0,4,0.31,0,1,0.08,0,0,0,0,6,0.46,0,6,0.46,0,1,0.08,0,0,0,0
81 a 90 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91 a 99 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Preparatoria, bachillerato o carrera técnica",7,0.19,0,26,0.72,0,3,0.08,0,0,0,0,9,0.25,0,23,0.64,0,4,0.11,0.01,0,0,0,10,0.28,0,21,0.58,0,3,0.08,0,2,0.06,0.01,12,0.33,0,20,0.56,0,4,0.11,0.01,0,0,0,7,0.19,0,25,0.69,0,4,0.11,0.01,0,0,0,12,0.33,0,20,0.56,0,3,0.08,0.01,1,0.03,0.01,7,0.19,0,25,0.69,0,4,0.11,0.01,0,0,0,9,0.25,0,23,0.64,0,4,0.11,0,0,0,0
Normal básica sin licenciatura,135,0.29,0.04,285,0.62,0.04,39,0.09,0.05,0,0,0,139,0.3,0.04,288,0.63,0.04,31,0.07,0.05,1,0,0.03,168,0.37,0.04,228,0.5,0.04,54,0.12,0.04,9,0.02,0.04,177,0.39,0.04,253,0.55,0.04,28,0.06,0.04,1,0,0.02,171,0.37,0.04,257,0.56,0.04,30,0.07,0.04,1,0,0.01,191,0.42,0.04,251,0.55,0.04,17,0.04,0.03,0,0,0,165,0.36,0.04,260,0.57,0.04,34,0.07,0.05,0,0,0,127,0.28,0.04,291,0.63,0.04,41,0.09,0.04,0,0,0
Normal superior,81,0.34,0.02,129,0.55,0.02,25,0.11,0.03,1,0,0.02,71,0.3,0.02,145,0.61,0.02,19,0.08,0.03,1,0,0.03,83,0.35,0.02,123,0.52,0.02,28,0.12,0.02,2,0.01,0.01,94,0.4,0.02,124,0.53,0.02,17,0.07,0.02,1,0,0.02,91,0.39,0.02,127,0.54,0.02,18,0.08,0.02,0,0,0,97,0.41,0.02,123,0.52,0.02,16,0.07,0.03,0,0,0,88,0.37,0.02,131,0.56,0.02,17,0.07,0.02,0,0,0,68,0.29,0.02,143,0.61,0.02,25,0.11,0.03,0,0,0
Normal Intercultural Bilingüe,36,0.34,0.01,66,0.62,0.01,4,0.04,0.01,0,0,0,36,0.34,0.01,67,0.63,0.01,3,0.03,0,0,0,0,44,0.42,0.01,50,0.47,0.01,11,0.1,0.01,1,0.01,0,44,0.42,0.01,56,0.53,0.01,6,0.06,0.01,0,0,0,44,0.42,0.01,56,0.53,0.01,6,0.06,0.01,0,0,0,45,0.43,0.01,58,0.55,0.01,3,0.03,0.01,0,0,0,47,0.44,0.01,56,0.53,0.01,3,0.03,0,0,0,0,42,0.4,0.01,60,0.57,0.01,3,0.03,0,1,0.01,0.01
Licenciatura,2751,0.32,0.73,5170,0.6,0.76,628,0.07,0.76,26,0,0.62,2736,0.32,0.73,5316,0.62,0.77,500,0.06,0.73,23,0,0.59,2993,0.35,0.73,4480,0.52,0.76,934,0.11,0.75,168,0.02,0.72,3355,0.39,0.74,4642,0.54,0.76,534,0.06,0.75,43,0.01,0.64,3209,0.37,0.74,4677,0.55,0.76,625,0.07,0.74,64,0.01,0.64,3421,0.4,0.73,4662,0.54,0.77,437,0.05,0.75,55,0.01,0.66,3055,0.36,0.73,4969,0.58,0.77,508,0.06,0.73,43,0.01,0.68,2600,0.3,0.73,5151,0.6,0.76,755,0.09,0.75,69,0.01,0.69
Especialidad,32,0.43,0.01,38,0.51,0.01,5,0.07,0.01,0,0,0,34,0.45,0.01,36,0.48,0.01,5,0.07,0.01,0,0,0,28,0.37,0.01,35,0.47,0.01,9,0.12,0.01,3,0.04,0.01,34,0.45,0.01,35,0.47,0.01,4,0.05,0.01,2,0.03,0.03,38,0.51,0.01,29,0.39,0.01,6,0.08,0.01,2,0.03,0.02,39,0.52,0.01,33,0.44,0.01,2,0.03,0,1,0.01,0.01,34,0.45,0.01,38,0.51,0.01,3,0.04,0,0,0,0,33,0.44,0.01,37,0.49,0.01,4,0.05,0,1,0.01,0.01
Maestría,674,0.38,0.18,980,0.55,0.15,113,0.06,0.14,13,0.01,0.31,653,0.37,0.17,996,0.56,0.14,118,0.07,0.17,13,0.01,0.33,681,0.38,0.17,864,0.49,0.15,194,0.11,0.16,41,0.02,0.18,744,0.42,0.16,913,0.51,0.15,107,0.06,0.15,16,0.01,0.24,708,0.4,0.16,902,0.51,0.15,142,0.08,0.17,28,0.02,0.28,789,0.44,0.17,875,0.49,0.14,93,0.05,0.16,23,0.01,0.28,712,0.4,0.17,931,0.52,0.14,119,0.07,0.17,18,0.01,0.29,611,0.34,0.17,986,0.55,0.15,158,0.09,0.16,25,0.01,0.25
Doctorado,75,0.48,0.02,72,0.47,0.01,6,0.04,0.01,2,0.01,0.05,68,0.44,0.02,77,0.5,0.01,9,0.06,0.01,1,0.01,0.03,71,0.46,0.02,62,0.4,0.01,14,0.09,0.01,8,0.05,0.03,80,0.52,0.02,61,0.39,0.01,10,0.07,0.01,4,0.03,0.06,72,0.47,0.02,67,0.43,0.01,11,0.07,0.01,5,0.03,0.05,72,0.47,0.02,69,0.45,0.01,11,0.07,0.02,3,0.02,0.04,71,0.46,0.02,72,0.47,0.01,10,0.07,0.01,2,0.01,0.03,66,0.43,0.02,74,0.48,0.01,11,0.07,0.01,4,0.03,0.04
Posdoctorado,2,0.29,0,5,0.71,0,0,0,0,0,0,0,5,0.71,0,2,0.29,0,0,0,0,0,0,0,2,0.29,0,4,0.57,0,1,0.14,0,0,0,0,3,0.43,0,3,0.43,0,1,0.14,0,0,0,0,3,0.43,0,4,0.57,0,0,0,0,0,0,0,6,0.86,0,1,0.14,0,0,0,0,0,0,0,4,0.57,0,3,0.43,0,0,0,0,0,0,0,5,0.71,0,2,0.29,0,0,0,0,0,0,0
Menor o igual a 10,1491,0.35,0.39,2450,0.58,0.36,268,0.06,0.33,15,0,0.36,1488,0.35,0.4,2486,0.59,0.36,236,0.06,0.34,14,0,0.36,1661,0.39,0.41,2082,0.49,0.36,409,0.1,0.33,72,0.02,0.31,1808,0.43,0.4,2157,0.51,0.35,238,0.06,0.34,20,0.01,0.3,1778,0.42,0.41,2147,0.51,0.35,271,0.06,0.32,28,0.01,0.28,1787,0.42,0.38,2201,0.52,0.36,203,0.05,0.35,33,0.01,0.4,1650,0.39,0.39,2304,0.55,0.36,247,0.06,0.35,23,0.01,0.37,1457,0.35,0.41,2399,0.57,0.36,337,0.08,0.34,31,0.01,0.31
11 a 20,1212,0.31,0.32,2321,0.6,0.34,305,0.08,0.37,18,0.01,0.43,1173,0.3,0.31,2423,0.63,0.35,245,0.06,0.36,15,0,0.39,1276,0.33,0.31,2046,0.53,0.35,434,0.11,0.35,100,0.03,0.43,1428,0.37,0.31,2132,0.55,0.35,264,0.07,0.37,32,0.01,0.48,1361,0.35,0.31,2143,0.56,0.35,307,0.08,0.37,45,0.01,0.45,1463,0.38,0.31,2140,0.56,0.35,221,0.06,0.38,32,0.01,0.39,1303,0.34,0.31,2294,0.6,0.35,237,0.06,0.34,22,0.01,0.35,1104,0.29,0.31,2359,0.61,0.35,355,0.09,0.36,38,0.01,0.38
21 a 30,1090,0.33,0.29,2000,0.6,0.3,250,0.08,0.3,9,0,0.21,1090,0.33,0.29,2041,0.61,0.29,208,0.06,0.3,10,0,0.26,1143,0.34,0.28,1739,0.52,0.3,405,0.12,0.33,62,0.02,0.27,1307,0.39,0.29,1818,0.54,0.3,209,0.06,0.29,15,0,0.22,1204,0.36,0.28,1854,0.55,0.3,264,0.08,0.31,27,0.01,0.27,1422,0.43,0.3,1751,0.52,0.29,158,0.05,0.27,18,0.01,0.22,1230,0.37,0.29,1887,0.56,0.29,214,0.06,0.31,18,0.01,0.29,1000,0.3,0.28,2009,0.6,0.3,309,0.09,0.31,31,0.01,0.31
31 a 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41 a 50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayor o igual a 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Definitivo o base,3519,0.33,0.93,6320,0.59,0.93,798,0.08,0.97,38,0,0.91,3460,0.32,0.92,6518,0.61,0.94,662,0.06,0.96,35,0,0.9,3754,0.35,0.92,5489,0.51,0.94,1206,0.11,0.97,226,0.02,0.97,4179,0.39,0.92,5750,0.54,0.94,683,0.06,0.96,62,0.01,0.93,3993,0.37,0.92,5770,0.54,0.94,818,0.08,0.97,94,0.01,0.94,4316,0.4,0.92,5724,0.54,0.94,557,0.05,0.96,78,0.01,0.94,3846,0.36,0.92,6103,0.57,0.94,670,0.06,0.96,56,0.01,0.89,3276,0.31,0.92,6352,0.6,0.94,954,0.09,0.95,93,0.01,0.93
Interino,144,0.39,0.04,214,0.57,0.03,15,0.04,0.02,1,0,0.02,150,0.4,0.04,208,0.56,0.03,15,0.04,0.02,1,0,0.03,170,0.46,0.04,177,0.47,0.03,25,0.07,0.02,2,0.01,0.01,181,0.48,0.04,178,0.48,0.03,14,0.04,0.02,1,0,0.02,180,0.48,0.04,182,0.49,0.03,10,0.03,0.01,2,0.01,0.02,185,0.5,0.04,180,0.48,0.03,8,0.02,0.01,1,0,0.01,170,0.46,0.04,190,0.51,0.03,12,0.03,0.02,2,0.01,0.03,148,0.4,0.04,208,0.56,0.03,16,0.04,0.02,2,0.01,0.02
Tiempo fijo,91,0.35,0.02,164,0.63,0.02,4,0.02,0.01,1,0,0.02,92,0.35,0.03,161,0.62,0.02,6,0.02,0.01,1,0,0.03,107,0.41,0.03,143,0.55,0.02,8,0.03,0.01,2,0.01,0.01,127,0.49,0.03,125,0.48,0.02,7,0.03,0.01,1,0,0.02,118,0.45,0.03,135,0.52,0.02,6,0.02,0.01,1,0,0.01,123,0.47,0.03,130,0.5,0.02,6,0.02,0.01,1,0,0.01,117,0.45,0.03,130,0.5,0.02,10,0.04,0.01,3,0.01,0.05,99,0.38,0.03,141,0.54,0.02,18,0.07,0.02,2,0.01,0.02
No tengo nombramiento,0,0,0,11,0.92,0,0,0,0,1,0.08,0.02,1,0.08,0,9,0.75,0,1,0.08,0,1,0.08,0.03,3,0.25,0,4,0.33,0,3,0.25,0,2,0.17,0.01,3,0.25,0,5,0.42,0,2,0.17,0,2,0.17,0.03,4,0.33,0,2,0.17,0,4,0.33,0.01,2,0.17,0.02,3,0.25,0,5,0.42,0,3,0.25,0.01,1,0.08,0.01,2,0.17,0,7,0.58,0,2,0.17,0,1,0.08,0.02,0,0,0,8,0.67,0,3,0.25,0,1,0.08,0.01
Otro,39,0.36,0.01,62,0.57,0.01,6,0.06,0.01,1,0.01,0.02,48,0.44,0.01,54,0.5,0.01,5,0.05,0.01,1,0.01,0.03,46,0.43,0.01,54,0.5,0.01,6,0.06,0.01,2,0.02,0.01,53,0.49,0.01,49,0.45,0.01,5,0.05,0.01,1,0.01,0.02,48,0.44,0.01,55,0.51,0.01,4,0.04,0.01,1,0.01,0.01,45,0.42,0.01,53,0.49,0.01,8,0.07,0.01,2,0.02,0.02,48,0.44,0.01,55,0.51,0.01,4,0.04,0.01,1,0.01,0.02,38,0.35,0.01,58,0.54,0.01,10,0.09,0.01,2,0.02,0.02
GENERAL PÚBLICA,3396,0.34,0.9,5958,0.59,0.88,735,0.07,0.89,37,0,0.88,3367,0.33,0.9,6109,0.6,0.88,615,0.06,0.89,35,0,0.9,3620,0.36,0.89,5195,0.51,0.89,1105,0.11,0.89,206,0.02,0.88,4033,0.4,0.89,5402,0.53,0.89,627,0.06,0.88,63,0.01,0.94,3865,0.38,0.89,5414,0.54,0.88,754,0.07,0.9,93,0.01,0.93,4120,0.41,0.88,5393,0.53,0.89,536,0.05,0.92,77,0.01,0.93,3690,0.36,0.88,5738,0.57,0.89,637,0.06,0.91,61,0.01,0.97,3140,0.31,0.88,5991,0.59,0.89,904,0.09,0.9,91,0.01,0.91
INDÍGENAS,397,0.31,0.11,813,0.62,0.12,88,0.07,0.11,5,0,0.12,384,0.3,0.1,841,0.65,0.12,74,0.06,0.11,4,0,0.1,460,0.35,0.11,672,0.52,0.12,143,0.11,0.12,28,0.02,0.12,510,0.39,0.11,705,0.54,0.12,84,0.06,0.12,4,0,0.06,478,0.37,0.11,730,0.56,0.12,88,0.07,0.11,7,0.01,0.07,552,0.42,0.12,699,0.54,0.12,46,0.04,0.08,6,0.01,0.07,493,0.38,0.12,747,0.57,0.12,61,0.05,0.09,2,0,0.03,421,0.32,0.12,776,0.6,0.12,97,0.07,0.1,9,0.01,0.09
Total,3793,0.33,1,6771,0.59,1,823,0.07,1,42,0,1,3751,0.33,1,6950,0.61,1,689,0.06,1,39,0,1,4080,0.36,1,5867,0.51,1,1248,0.11,1,234,0.02,1,4543,0.4,1,6107,0.53,1,711,0.06,1,67,0.01,1,4343,0.38,1,6144,0.54,1,842,0.07,1,100,0.01,1,4672,0.41,1,6092,0.53,1,582,0.05,1,83,0.01,1,4183,0.37,1,6485,0.57,1,698,0.06,1,63,0.01,1,3561,0.31,1,6767,0.59,1,1001,0.09,1,100,0.01,1
